,sid
6865,70
7375,70
34595,69
16856,69
19454,69
7987,69
6437,69
17086,69
2856,69
8989,69
3235,69
28863,69
8063,69
16406,69
23550,69
12077,69
15260,69
7664,69
13099,69
2763,69
20263,69
30684,69
6041,69
29586,69
9917,69
9250,69
22391,69
13000,69
13688,69
201,69
4221,69
4448,69
6086,69
1255,69
4613,69
1137,69
24645,69
28725,69
23672,69
32792,69
3942,69
32647,69
3701,69
12872,69
13892,69
5593,69
10137,69
14666,69
21425,69
28311,69
5517,69
15179,69
34147,69
20374,69
24135,69
27526,69
10610,69
7535,69
31033,69
18852,69
23416,69
24075,69
6241,69
4414,69
17137,69
13214,69
3989,69
5388,69
26714,69
27098,69
25629,69
1803,69
7125,69
3977,69
10333,69
1758,69
33387,69
18016,69
26419,69
23689,68
32008,68
17742,68
20474,68
23278,68
69,68
2460,68
18561,68
11742,68
279,68
14605,68
32651,68
30151,68
28663,68
11017,68
25794,68
23606,68
11335,68
28791,68
26224,68
20378,68
33509,68
27437,68
3620,68
33333,68
28245,68
191,68
13506,68
7942,68
19950,68
20726,68
21194,68
11353,68
7141,68
17494,68
29999,68
32109,68
1775,68
12010,68
29823,68
26609,68
12334,68
14155,68
2854,68
14463,68
2088,68
18500,68
5449,68
30567,68
1577,68
3912,68
3581,68
25649,68
6161,68
16543,68
24949,68
27963,68
4472,68
26532,67
1537,67
31353,67
30528,67
2941,67
3958,67
23499,67
24875,67
15311,67
9434,67
6877,67
9831,67
3262,67
17437,67
34457,67
29636,67
10764,67
5528,67
19797,67
28215,67
18542,67
6213,67
16172,67
20297,67
6766,67
10003,67
34075,67
11089,67
33494,67
27839,67
4406,67
27541,67
26253,67
13992,67
12,67
19626,67
1160,67
7845,67
13034,67
20241,67
20625,67
19264,67
12712,67
5931,67
4272,67
13012,67
27718,67
32525,67
2725,67
17384,67
23953,67
22140,67
33190,67
9905,67
10894,67
16298,67
23113,67
33178,67
31640,67
8113,67
19770,67
4998,67
2451,67
7474,67
30160,67
13811,67
19531,67
18063,67
24159,66
15836,66
29874,66
11171,66
388,66
18475,66
33430,66
4877,66
12395,66
33874,66
16476,66
10374,66
23854,66
2385,66
1546,66
22909,66
6321,66
28656,66
18551,66
4131,66
1738,66
18958,66
22850,66
22831,66
29297,66
20289,66
9713,66
30902,66
29448,66
16759,66
17032,66
6724,66
8042,66
22105,66
32186,66
12014,66
19694,66
17297,66
13629,66
1806,66
22471,66
11951,66
33213,66
15307,66
14409,66
17492,66
30764,66
16262,66
23607,66
21303,66
9785,66
8139,66
30526,66
19024,66
1216,66
25938,66
30710,66
996,66
26449,66
12012,66
1018,66
31094,66
7118,66
15539,66
25377,66
34382,66
25600,65
9361,65
25791,65
28903,65
5293,65
30618,65
16263,65
26502,65
27584,65
30065,65
33613,65
5634,65
5794,65
21335,65
5515,65
32876,65
21958,65
19400,65
32832,65
24506,65
34225,65
14651,65
22795,65
22642,65
558,65
7815,65
5671,65
1988,65
12165,65
31258,65
8991,65
8870,65
20201,65
15829,65
29114,65
27280,65
25591,65
11859,65
4775,65
20920,65
14355,65
24581,65
5514,65
14378,65
7048,65
31499,65
19874,65
23931,65
12058,65
11536,65
29381,65
24890,65
9920,65
24840,65
1677,65
28776,65
27733,65
9114,65
19293,65
9519,65
13560,65
3393,65
1867,65
15619,65
14514,64
32102,64
817,64
11236,64
19696,64
8240,64
14305,64
2906,64
34321,64
897,64
5216,64
21162,64
29358,64
10348,64
30250,64
23592,64
19048,64
33968,64
22769,64
15961,64
24588,64
11515,64
29228,64
31458,64
26414,64
18328,64
27407,64
27317,64
11298,64
19208,64
30158,64
3259,64
26094,64
9728,64
23640,64
18021,64
26463,64
22465,64
13816,64
29036,64
34517,64
20376,64
12713,64
28231,64
30877,64
9532,64
19023,64
4784,64
4937,64
2464,64
10638,64
13713,64
22464,64
11073,64
6723,64
23979,64
16921,64
27673,64
14969,64
31610,64
5133,64
231,64
34384,64
29462,64
24893,64
22887,64
14615,64
15531,64
22485,64
6456,64
1812,64
13959,64
16548,64
30261,64
13887,64
32931,64
30502,64
8579,64
4411,63
17683,63
24053,63
14687,63
33049,63
11112,63
23836,63
4128,63
1668,63
3737,63
6310,63
426,63
30792,63
16099,63
19898,63
23522,63
6253,63
8232,63
32179,63
11203,63
25255,63
27031,63
3731,63
29207,63
6934,63
1273,63
16440,63
18198,63
22838,63
11287,63
1956,63
1171,63
3898,63
17749,63
23281,63
24519,63
14363,63
30122,63
30923,63
1476,63
10163,63
12062,63
23517,63
16457,63
20046,63
2189,63
21322,63
16554,63
17110,63
12266,63
10246,63
21328,63
30423,63
28352,63
2219,63
9144,63
30023,63
15057,63
17278,63
25372,63
32983,63
8371,63
8147,63
11682,63
10957,63
32680,63
31783,63
29332,63
15055,63
22673,63
2923,63
28818,63
6540,63
20282,63
12701,63
33698,63
24950,63
5415,63
2818,63
22206,63
10357,63
30975,63
22090,62
29140,62
7893,62
31425,62
11755,62
9901,62
16546,62
25907,62
27195,62
9362,62
3040,62
29774,62
7617,62
17020,62
4217,62
8878,62
5076,62
14337,62
17208,62
21458,62
13592,62
8069,62
29429,62
16955,62
2438,62
13990,62
26195,62
18142,62
24433,62
2396,62
30726,62
15301,62
3674,62
8591,62
28225,62
21567,62
27892,62
10968,62
14232,62
4085,62
32535,62
32824,62
5406,62
4611,62
5651,62
17590,62
24338,62
8864,62
22399,62
10745,62
24410,62
15652,62
15304,62
25888,62
16814,62
24313,62
5103,62
5974,62
19599,62
9492,62
24619,62
16739,62
22997,62
14013,62
7156,62
25742,62
25310,62
4984,62
8595,62
1616,62
20809,62
27487,62
10921,62
18162,62
16226,62
29911,62
5126,62
9997,62
1880,62
3821,62
20015,62
30052,62
20481,62
32038,62
24721,62
22619,62
15388,61
34562,61
22210,61
31747,61
18119,61
10130,61
30974,61
31181,61
4813,61
5667,61
21891,61
17166,61
12695,61
20766,61
1777,61
726,61
19900,61
18664,61
32981,61
14209,61
31471,61
20196,61
5120,61
23751,61
32201,61
2996,61
2784,61
26384,61
965,61
11463,61
4844,61
24339,61
13015,61
11300,61
23306,61
23320,61
12795,61
7471,61
24634,61
131,61
11108,61
23092,61
15838,61
30038,61
30337,61
4461,61
12648,61
16859,61
4776,61
22606,61
8377,61
5554,61
28143,61
23589,61
23885,61
6106,61
14925,61
10572,61
13434,61
2093,61
27828,61
6184,61
3761,61
18558,61
19071,61
24355,61
15831,61
28483,61
1576,61
8304,61
7824,61
7592,61
24720,61
1821,61
15166,61
24044,61
5174,61
30265,61
15861,61
13988,61
18748,61
3485,61
2988,61
24208,61
4700,61
27826,61
32162,61
9337,60
14501,60
29660,60
889,60
9339,60
2410,60
21449,60
4015,60
13064,60
3744,60
24567,60
6374,60
19164,60
10423,60
14746,60
13979,60
12546,60
33677,60
4139,60
14515,60
1831,60
29870,60
30529,60
28389,60
9959,60
28560,60
1543,60
25759,60
316,60
33724,60
26268,60
4526,60
13457,60
5286,60
21882,60
28578,60
20142,60
13276,60
25811,60
13288,60
17578,60
19586,60
28450,60
4909,60
30853,60
15011,60
987,60
25349,60
32644,60
18154,60
31229,60
31292,60
21737,60
20523,60
27430,60
5029,60
27151,60
27409,60
32882,60
9410,60
21950,60
29972,60
17017,60
17928,60
4067,60
27694,60
9832,60
17504,60
9105,60
6256,60
16906,60
26521,60
16218,60
32819,60
11351,60
30822,60
11974,60
34078,59
30039,59
7322,59
27550,59
24074,59
16448,59
6590,59
26055,59
16019,59
7242,59
31497,59
23001,59
21556,59
26595,59
33997,59
12353,59
9284,59
25223,59
880,59
27995,59
30461,59
7434,59
4454,59
17537,59
34213,59
5226,59
6623,59
18395,59
18267,59
12315,59
33121,59
29273,59
7844,59
3058,59
471,59
19703,59
20581,59
20762,59
12408,59
1136,59
11157,59
27110,59
12303,59
10365,59
17023,59
568,59
32172,59
29991,59
26236,59
2717,59
33899,59
25722,59
2126,59
27423,59
6071,59
31659,59
29413,59
11595,59
14571,59
24782,59
8694,59
20074,59
23263,59
10313,59
961,59
6912,59
31838,59
1178,59
21594,59
26029,59
13236,59
7190,59
22048,59
14742,59
17731,59
15638,58
1342,58
10803,58
27855,58
32761,58
4829,58
19263,58
3972,58
25335,58
21098,58
28838,58
13066,58
26610,58
3284,58
34079,58
18248,58
17399,58
13259,58
5177,58
32803,58
10704,58
32124,58
5273,58
18289,58
7562,58
23663,58
31630,58
17691,58
9238,58
17273,58
28575,58
6947,58
7869,58
560,58
29195,58
8930,58
3350,58
25357,58
4896,58
10594,58
14470,58
20746,58
24203,58
13322,58
119,58
1916,58
14051,58
1608,58
5761,58
12085,58
12143,58
32489,58
1227,58
14316,58
24670,58
32101,58
34518,58
14411,58
30369,58
26747,58
1984,58
26379,58
16252,58
1651,58
8703,58
18777,58
18858,58
25282,58
28144,58
33154,58
9291,58
9217,58
19238,58
16707,58
31202,58
30538,58
26800,58
27338,58
27998,58
3351,58
13425,57
25685,57
3328,57
1533,57
19012,57
14429,57
16497,57
33090,57
1183,57
6142,57
31553,57
13939,57
19577,57
18304,57
33127,57
12628,57
14217,57
23983,57
26604,57
25154,57
1559,57
20725,57
19358,57
6542,57
3561,57
22108,57
10773,57
18797,57
9335,57
24205,57
4749,57
18689,57
13508,57
14165,57
32169,57
24141,57
13880,57
28812,57
1989,57
11276,57
14045,57
34165,57
33810,57
26161,57
30863,57
2648,57
15625,57
12629,57
25042,57
22360,57
21997,57
8754,57
10973,57
28252,57
9497,57
33358,57
23734,57
6829,57
2586,57
277,57
16672,57
28435,57
12679,57
25821,57
17447,57
19630,57
34572,57
5929,57
12278,57
15147,57
6190,57
23076,57
10739,57
7972,57
11649,57
11047,57
14525,57
2598,57
31224,57
5409,57
8230,57
1402,57
28364,57
29070,57
5185,56
29261,56
12613,56
4887,56
13454,56
6820,56
33922,56
31388,56
7163,56
8715,56
10111,56
16922,56
26612,56
24087,56
24967,56
3392,56
11547,56
25421,56
20538,56
31902,56
9727,56
5698,56
14919,56
13184,56
23949,56
10230,56
13369,56
24530,56
22275,56
24140,56
12249,56
23660,56
23341,56
29880,56
25778,56
8385,56
26973,56
27562,56
20412,56
2565,56
12638,56
34297,56
33888,56
16632,56
18799,56
16682,56
23289,56
31596,56
29077,56
12846,56
26815,56
22695,56
32986,56
18541,56
5737,56
25930,56
26049,56
4421,56
13756,56
14044,56
27937,56
30136,56
30022,56
24538,56
4680,56
2081,56
15181,56
29624,56
4687,56
4129,56
10553,56
477,56
19942,56
5171,56
9482,56
18006,56
12831,56
11833,56
21552,56
20117,56
21810,56
12376,56
14107,56
2423,56
10219,56
16443,56
7643,56
10908,56
29757,56
19351,56
16899,55
12761,55
15236,55
33770,55
7225,55
21127,55
7512,55
18204,55
12739,55
17000,55
26979,55
22854,55
8688,55
24696,55
28525,55
3008,55
10200,55
2539,55
20162,55
10285,55
30273,55
10105,55
34301,55
8217,55
7030,55
29663,55
13058,55
6525,55
17916,55
26149,55
10085,55
25934,55
12694,55
10355,55
4939,55
23536,55
117,55
13334,55
26363,55
2283,55
30121,55
33342,55
31758,55
27956,55
32397,55
2374,55
12931,55
22219,55
13032,55
15065,55
8288,55
8216,55
29966,55
33665,55
6764,55
17917,55
17801,55
13020,55
22945,55
17209,55
29471,55
23991,55
7834,55
13834,55
2748,55
25696,55
20317,55
17901,55
2511,55
17678,55
19434,55
19190,55
20380,55
18606,55
17002,55
23849,55
33788,55
14369,55
977,55
13456,55
1606,55
31120,55
6690,55
3084,55
29854,55
23864,55
15578,55
17807,55
12485,55
15066,55
7872,55
28219,55
16135,55
29987,55
26291,55
15718,55
18023,55
27403,55
32973,55
1527,55
26983,54
13040,54
17269,54
3324,54
4654,54
19650,54
13563,54
28740,54
11720,54
31453,54
21109,54
20923,54
19678,54
23467,54
16422,54
5085,54
32978,54
28718,54
12372,54
28346,54
24426,54
22244,54
21336,54
3483,54
26727,54
8481,54
10642,54
31645,54
6453,54
289,54
20734,54
6039,54
26462,54
1408,54
10326,54
34480,54
16400,54
20068,54
2868,54
4954,54
8736,54
1066,54
29761,54
8034,54
30143,54
12728,54
28480,54
6477,54
12590,54
23436,54
29356,54
12155,54
9663,54
5233,54
9494,54
28202,54
11497,54
18148,54
22588,54
16026,54
33777,54
32264,54
33959,54
26856,54
8150,54
29570,54
24369,54
7266,54
13262,54
32800,54
29399,54
34070,54
16021,54
16087,54
26255,54
32663,54
21051,54
28822,54
5106,54
23318,54
20787,54
8028,54
3032,54
28842,54
11329,54
23537,54
34236,54
11775,54
22995,54
19905,54
21124,54
15242,54
5263,54
33703,54
31701,54
31251,54
1480,54
9667,53
23674,53
159,53
7221,53
22170,53
14271,53
23112,53
5850,53
12465,53
18921,53
27417,53
29493,53
27759,53
32095,53
32197,53
6752,53
14027,53
4107,53
32361,53
5034,53
32840,53
31405,53
27984,53
11426,53
20525,53
7332,53
5989,53
22145,53
32952,53
28285,53
31622,53
15746,53
32977,53
21750,53
11979,53
26158,53
21595,53
24168,53
22221,53
10954,53
14065,53
9451,53
2505,53
11150,53
23858,53
16627,53
6285,53
33667,53
24226,53
25911,53
5483,53
13086,53
7494,53
30817,53
13021,53
27521,53
15874,53
20437,53
16097,53
6356,53
24371,53
15328,53
23086,53
23421,53
5006,53
2178,53
7840,53
22671,53
28093,53
11877,53
29638,53
12312,53
21512,53
31303,53
13797,53
17396,53
301,53
22904,53
19402,53
9936,53
25985,53
22176,53
6419,53
659,53
11325,53
25161,53
3265,53
6777,53
7751,53
27877,53
16738,53
3914,53
12454,53
11494,53
26822,53
26050,53
12855,53
1592,53
32828,53
17443,53
21103,53
13484,53
3579,52
12663,52
17206,52
22873,52
16017,52
28895,52
20859,52
7902,52
16692,52
19981,52
16058,52
3320,52
2669,52
29759,52
1506,52
33964,52
7279,52
16093,52
7951,52
4967,52
11448,52
29704,52
11260,52
2448,52
24078,52
18410,52
6872,52
1778,52
7795,52
419,52
1702,52
26897,52
22833,52
20266,52
18440,52
16820,52
8746,52
22892,52
30952,52
15434,52
22954,52
28063,52
15359,52
7040,52
6411,52
26925,52
31061,52
4743,52
32498,52
16368,52
3332,52
8264,52
3435,52
19523,52
13794,52
20,52
32795,52
34581,52
30806,52
18511,52
1526,52
32674,52
11735,52
21961,52
31920,52
13482,52
25599,52
34295,52
32683,52
25798,52
976,52
21509,52
28390,52
26903,52
16916,52
8030,52
25787,52
3873,52
4714,52
21181,52
29173,52
11694,52
22480,52
12462,52
1557,52
1141,52
21597,52
22840,52
10934,52
20327,52
5426,52
5635,52
9466,52
22211,52
11237,52
9811,52
29376,52
20441,52
8623,52
14940,51
25430,51
29226,51
9248,51
30803,51
28433,51
17100,51
26089,51
21596,51
10275,51
14754,51
5210,51
23150,51
9317,51
2432,51
19184,51
26630,51
15397,51
26304,51
16323,51
13895,51
4160,51
30069,51
12186,51
3204,51
16678,51
31817,51
8705,51
6602,51
2733,51
9124,51
9636,51
11790,51
21228,51
4617,51
34550,51
2773,51
11162,51
2191,51
32323,51
14706,51
14503,51
23932,51
27820,51
31379,51
13617,51
20190,51
34237,51
164,51
3029,51
6365,51
21908,51
13472,51
6087,51
2781,51
24796,51
28828,51
30768,51
13463,51
13691,51
12088,51
18192,51
16131,51
18365,51
18221,51
26105,51
16999,51
5322,51
33144,51
30841,51
9411,51
21061,51
11092,51
16872,51
11756,51
28425,51
33759,51
6334,51
27587,51
28994,51
25717,51
29705,51
34164,51
25366,51
12070,50
5903,50
1329,50
24331,50
22832,50
4876,50
14170,50
6561,50
22434,50
8058,50
25465,50
1463,50
14251,50
29532,50
20372,50
29548,50
25939,50
21309,50
17295,50
22356,50
31547,50
6010,50
5923,50
34604,50
10159,50
3858,50
27415,50
25894,50
33695,50
5555,50
12582,50
6427,50
18700,50
16207,50
14268,50
11181,50
846,50
6916,50
4970,50
28961,50
1980,50
2948,50
16642,50
26012,50
29609,50
8465,50
20213,50
5910,50
6498,50
5490,50
12621,50
29452,50
7036,50
17197,50
19791,50
9617,50
1252,50
33495,50
17596,50
12996,50
26138,50
19153,50
5333,50
5798,50
26136,50
4578,50
8215,50
30238,50
29175,50
14009,50
20605,50
16835,50
15400,50
12403,50
31356,50
31357,50
26751,50
15089,50
19014,50
6191,50
8125,50
2193,50
17971,50
32823,50
18056,50
31738,50
11253,50
15576,50
16089,50
17992,50
29772,50
13871,50
22697,50
32327,50
30357,50
12844,50
24177,50
3255,50
30864,50
3230,50
11773,50
34408,50
12019,50
32994,50
29377,50
34378,50
12236,50
14854,50
30157,50
10700,50
4092,50
6744,50
33980,50
5720,50
14286,50
30289,50
25615,50
2052,50
17920,50
12804,49
4531,49
382,49
14698,49
24526,49
26510,49
16590,49
30201,49
9962,49
8198,49
16463,49
22131,49
30455,49
31489,49
14655,49
26572,49
22835,49
29088,49
6382,49
7938,49
7216,49
2238,49
11758,49
3614,49
11312,49
1473,49
15129,49
8086,49
9349,49
5613,49
15731,49
23440,49
17698,49
28783,49
22303,49
16141,49
22900,49
19146,49
9966,49
19356,49
33633,49
28340,49
15421,49
14471,49
24807,49
3112,49
13800,49
13218,49
30286,49
3296,49
24247,49
31820,49
16972,49
6873,49
19615,49
17805,49
6406,49
20310,49
28158,49
6478,49
26424,49
2833,49
5679,49
18883,49
22236,49
34114,49
3374,49
9155,49
1193,49
8036,49
27427,49
16658,49
17583,49
19308,49
4351,49
9159,49
15702,49
33821,49
32039,49
12683,49
31522,49
34367,49
9403,49
8095,49
13260,49
16567,49
21903,49
7330,49
14112,49
3811,49
2740,49
23369,49
18444,49
14702,49
16383,49
26000,49
19290,49
15487,49
23227,49
1458,49
24474,49
31404,49
25919,49
20932,49
22899,49
34128,49
4193,48
29873,48
11826,48
7128,48
19507,48
5259,48
11315,48
33105,48
31495,48
6203,48
1159,48
9499,48
7417,48
30862,48
13665,48
8014,48
4688,48
24152,48
16665,48
3785,48
23468,48
86,48
13392,48
30044,48
15700,48
32024,48
31427,48
4581,48
2154,48
25682,48
27560,48
2254,48
15448,48
21099,48
19545,48
4685,48
1152,48
1868,48
8836,48
28370,48
16520,48
30590,48
25924,48
21270,48
34004,48
33364,48
32202,48
16332,48
876,48
12367,48
19267,48
24834,48
27252,48
14667,48
5454,48
28887,48
32969,48
27339,48
10426,48
20420,48
7867,48
5079,48
34596,48
12429,48
20500,48
19172,48
3384,48
4794,48
1316,48
27918,48
32933,48
20194,48
31972,48
30516,48
12947,48
14483,48
27441,48
18098,48
11415,48
19193,48
1716,48
21503,48
3082,48
27661,48
685,48
33730,48
4271,48
32421,48
18846,48
10744,48
18873,48
26624,48
3878,48
27121,48
14067,48
30720,48
31127,48
33180,48
32771,48
4625,48
24895,48
10040,48
28472,48
654,48
29732,48
17874,48
2609,48
30753,48
32294,48
19831,48
2368,48
7188,47
3289,47
16748,47
33545,47
19474,47
7015,47
1704,47
32378,47
30301,47
12673,47
32672,47
19783,47
3724,47
10445,47
28806,47
32256,47
7333,47
28132,47
28840,47
436,47
5203,47
5775,47
34407,47
393,47
4119,47
13438,47
24981,47
22085,47
8924,47
12227,47
11230,47
3297,47
22419,47
30036,47
20828,47
25434,47
32789,47
20209,47
22876,47
2939,47
30911,47
10832,47
20537,47
16797,47
26392,47
25066,47
22026,47
10337,47
15844,47
18160,47
28246,47
21234,47
34325,47
2567,47
50,47
28170,47
31841,47
26476,47
13929,47
4378,47
31163,47
8752,47
3411,47
22208,47
23543,47
3369,47
21305,47
21443,47
27882,47
30169,47
2201,47
14910,47
21372,47
3436,47
24370,47
3896,47
31121,47
19940,47
10668,47
640,47
5957,47
13459,47
19242,47
14267,47
2333,47
22231,47
32309,47
32206,47
3362,47
1599,47
2476,47
13174,47
17366,47
2084,47
19250,47
2625,47
7235,47
28391,47
19535,47
24266,47
1773,47
33074,47
20961,47
1612,47
6409,47
32487,47
25741,47
24382,47
3311,47
30837,47
8060,47
10900,47
31378,47
15682,47
15493,47
4995,47
20179,47
31348,47
32514,47
3331,47
9346,47
5695,47
15798,46
10024,46
20121,46
17078,46
27812,46
23716,46
26753,46
33598,46
8609,46
25045,46
22488,46
27438,46
16004,46
20955,46
28506,46
30309,46
19749,46
24362,46
12109,46
6779,46
10878,46
10038,46
24364,46
30378,46
25422,46
8838,46
18251,46
13224,46
8399,46
29481,46
18250,46
25205,46
32731,46
14010,46
29868,46
31555,46
6576,46
30325,46
29305,46
6821,46
2160,46
25244,46
27300,46
8365,46
11573,46
11393,46
4558,46
30332,46
13125,46
14963,46
19588,46
32751,46
12915,46
24259,46
15160,46
22484,46
12589,46
33642,46
18460,46
8939,46
15303,46
22880,46
18130,46
13340,46
16256,46
22227,46
18352,46
25301,46
11684,46
34302,46
33282,46
21868,46
12643,46
32107,46
28009,46
11985,46
29914,46
16903,46
16989,46
7944,46
17974,46
25374,46
19519,46
4137,46
28392,46
7725,46
28152,46
20027,46
20705,46
21049,46
5499,46
6199,46
30585,46
1247,46
4642,46
12657,46
28421,46
24295,46
12861,46
18691,46
1596,46
5356,46
6534,46
4310,46
8436,46
17441,46
175,46
27893,46
10247,46
16125,46
21407,46
31569,46
8786,46
20584,46
8539,46
16378,46
27422,46
2495,45
14945,45
29238,45
9478,45
30262,45
29239,45
3679,45
17291,45
22576,45
16715,45
983,45
10886,45
32599,45
27043,45
1369,45
22070,45
7660,45
3743,45
29616,45
11721,45
16055,45
24957,45
28405,45
22851,45
29389,45
7199,45
27194,45
10421,45
27596,45
30319,45
318,45
3815,45
16609,45
12948,45
26623,45
31266,45
21334,45
5977,45
1486,45
13625,45
4147,45
9489,45
22752,45
1721,45
10939,45
27665,45
14236,45
8225,45
3276,45
2744,45
5670,45
4334,45
